	optimized_1245.py	optimized_6608.py	optimized_1722.py	optimized_4432.py	optimized_5612.py	optimized_5910.py	optimized_615.py	optimized_3114.py	optimized_7544.py	optimized_1040.py	optimized_4365.py	optimized_208.py	optimized_6270.py	optimized_3094.py	optimized_1333.py	optimized_819.py	optimized_406.py	optimized_2470.py	optimized_1650.py	optimized_2633.py	optimized_6805.py	optimized_4077.py	optimized_1150.py	optimized_2801.py	optimized_1294.py	optimized_8135.py	optimized_4110.py	optimized_1202.py	optimized_8153.py	optimized_9063.py	optimized_6019.py	optimized_6804.py	optimized_9529.py	optimized_9297.py	optimized_2417.py	optimized_8511.py	optimized_8163.py	optimized_5315.py	optimized_6982.py	optimized_5572.py	optimized_8363.py	optimized_3550.py	optimized_563.py	optimized_5997.py	optimized_3827.py	optimized_7607.py	optimized_2716.py	optimized_8671.py	optimized_7603.py	optimized_3189.py	optimized_724.py	optimized_8387.py	optimized_5217.py	optimized_9580.py	optimized_1157.py	optimized_318.py	optimized_8582.py	optimized_7534.py	optimized_7365.py	optimized_1623.py	optimized_2524.py	optimized_1562.py	optimized_7458.py	optimized_8681.py	optimized_4806.py	optimized_1076.py	optimized_959.py	optimized_693.py	optimized_4309.py	optimized_8129.py	optimized_1425.py	optimized_7925.py	optimized_810.py	optimized_1945.py	optimized_249.py	optimized_0.py	optimized_6328.py	optimized_2895.py	optimized_129.py	optimized_5181.py	optimized_8891.py	optimized_798.py	optimized_550.py	optimized_9012.py	optimized_4153.py	optimized_3103.py	optimized_7909.py	optimized_6545.py	optimized_8256.py	optimized_9270.py	optimized_2502.py	optimized_9139.py	optimized_2204.py	optimized_3777.py	optimized_4857.py	optimized_6381.py	optimized_5435.py	optimized_8662.py	optimized_9781.py	optimized_1395.py	optimized_6295.py	optimized_3466.py	optimized_9985.py	optimized_3083.py	optimized_1738.py	optimized_474.py	optimized_4152.py	optimized_4374.py	optimized_6550.py	optimized_4456.py	optimized_7772.py	optimized_75.py	optimized_8352.py	optimized_9395.py	optimized_6926.py	optimized_8621.py	optimized_1526.py	optimized_8006.py	optimized_3617.py	optimized_9375.py	optimized_1689.py	optimized_5839.py	optimized_8548.py	optimized_3401.py	optimized_6214.py	optimized_697.py	optimized_5914.py	optimized_325.py	optimized_460.py	optimized_9743.py	optimized_1769.py	optimized_5791.py	optimized_201.py	optimized_5648.py	optimized_5312.py	optimized_9194.py	optimized_887.py	optimized_2142.py	optimized_9424.py	optimized_6747.py	optimized_6043.py	optimized_4600.py	optimized_3126.py	optimized_7693.py	optimized_5081.py	optimized_3799.py	optimized_3508.py	optimized_9938.py	optimized_9767.py	optimized_273.py	optimized_3184.py	optimized_9052.py	optimized_6071.py	optimized_1215.py	optimized_562.py	optimized_2285.py	optimized_2388.py	optimized_6696.py	optimized_6715.py	optimized_3509.py	optimized_794.py	optimized_5175.py	optimized_7950.py	optimized_8809.py	optimized_1752.py	optimized_2676.py	optimized_7272.py	optimized_1834.py	optimized_7759.py	optimized_4517.py	optimized_8939.py	optimized_1661.py	optimized_191.py	optimized_9238.py	optimized_7046.py	optimized_6969.py	optimized_5051.py	optimized_6950.py	optimized_9852.py	optimized_5691.py	optimized_9633.py	optimized_9960.py	optimized_5870.py	optimized_2765.py	optimized_3701.py	optimized_8063.py	optimized_7800.py	optimized_93.py	optimized_8017.py	optimized_2652.py	optimized_2823.py	optimized_9650.py	optimized_2520.py	optimized_4523.py	optimized_6806.py	optimized_2010.py	optimized_7447.py	optimized_5781.py	optimized_5168.py	optimized_8646.py
optimized_7772.py	134.045	134.142	141.793	134.203	26.773	141.787	26.265	133.685	141.637	25.168	142.197	133.380	141.363	26.804	26.029	141.494	42.909	141.436	42.569	141.670	142.184	26.608	133.754	141.929	132.712	132.978	132.914	141.375	21.639	40.529	142.511	23.718	38.978	38.175	18.433	18.244	39.112	133.340	141.286	21.747	142.738	141.987	132.488	141.319	143.372	133.679	38.035	15.014	19.189	133.646	37.558	132.899	141.872	15.927	141.827	142.627	19.123	16.405	141.306	15.659	142.041	12.976	21.498	46.508	18.541	142.084	133.006	131.599	37.819	132.349	132.646	143.810	134.018	143.654	142.587	17.669	37.130	142.063	133.230	141.660	12.494	14.209	141.409	21.690	136.226	8.780	140.827	134.244	8.609	142.364	132.133	36.710	35.979	36.077	37.151	8.605	142.591	142.000	46.621	141.754	42.338	38.597	133.771	36.536	142.734	5.866	2.587	7.053	142.093	2.216		4.023	131.071	39.471	142.374	131.055	3.761	141.315	141.315	141.656	6.367	140.890	38.650	131.393	141.170	133.918	8.658	8.271	8.271	145.591	141.172	8.742	40.384	40.503	8.176	9.357	130.072	130.072	130.829	142.194	9.663	11.260	13.601	142.297	130.998	40.350	40.350	41.863	132.789	130.528	131.134	15.533	42.384	141.263	142.421	142.807	142.807	141.830	46.701	134.334	131.797	19.501	138.272	142.415	43.371	43.371	15.748	19.492	20.283	142.031	135.731	132.292	21.153	46.639	143.029	143.029	53.145	143.903	40.103	144.998	39.862	144.641	144.340	26.362	26.724	26.724	138.913	55.132	55.646	131.975	54.175	146.515	142.549	43.990	135.900	135.900	132.567	42.914	133.611	148.902
optimized_75.py	134.354	134.455	141.425	134.522	25.411	141.421	24.915	133.982	141.637	23.801	141.507	133.667	140.990	25.518	24.766	141.130	42.317	141.043	42.006	141.283	141.793	25.450	134.034	141.513	132.958	133.242	133.178	141.375	20.302	39.941	142.093	22.752	38.421	37.548	17.399	17.026	38.489	133.601	140.882	20.338	142.308	141.312	132.681	140.900	142.951	133.931	37.482	14.669	19.189	133.520	36.929	133.125	141.432	15.363	141.827	142.185	18.084	15.783	141.306	14.857	142.041	12.118	19.886	45.912	17.360	141.416	133.225	131.599	37.188	132.234	132.877	143.365	134.343	143.261	142.152	16.669	36.479	141.654	133.439	141.299	10.432	13.410	140.992	21.329	136.551	8.352	140.479	134.455	7.301	141.962	132.283	36.166	35.214	35.334	36.407	8.260	142.195	141.610	45.997	141.409	41.576	37.797	133.954	35.982	142.386	5.866	2.587	6.735	141.718	2.216	4.023		131.125	38.943	142.057	131.095	5.730	5.730	141.249	141.381	6.897	140.587	38.151	131.406	140.900	134.254	134.254	10.696	131.224	145.190	140.828	10.071	40.039	39.914	7.138	10.940	130.162	130.162	130.774	141.920	12.453	13.519	14.585	142.085	130.981	40.147	141.249	141.249	132.982	130.565	131.101	16.850	42.044	140.957	142.194	142.589	137.910	137.910	46.206	134.506	131.700	21.300	138.582	142.196	42.857	137.783	17.064	17.064	21.345	141.678	135.875	132.265	21.729	46.150	142.757	136.202	136.202	143.673	39.152	144.813	39.049	144.590	144.178	27.093	28.213	28.213	139.205	54.915	55.082	131.753	53.479	146.213	142.326	43.152	43.152	136.548	132.507	41.978	133.497	148.855
optimized_8352.py	25.717	26.132	46.456	26.307	133.841	46.569	133.784	24.364	45.511	133.488	46.797	23.500	46.063	133.777	133.523	46.146	42.317	44.386	42.006	44.410	46.584	25.450	22.181	141.513	19.972	20.183	20.483	43.288	132.388	132.337	45.528	132.796	130.162	130.989	132.813	132.164	38.489	133.601	42.293	133.269	46.869	42.295	16.427	43.901	45.952	18.693	130.380	132.412	133.059	18.370	129.650	15.934	41.906	132.652	43.296	42.705	131.696	131.288	39.569	14.857	41.733	131.156	133.157	133.010	133.301	41.698	14.225	10.129	129.594	10.515	132.877	47.183	20.703	44.546	42.325	16.669	129.534	41.248	16.243	41.254	131.235	13.410	39.900	131.626	35.238	130.817	38.576	18.280	131.798	141.962	8.487	131.198	131.158	130.392	129.078	131.617	41.603	38.889	131.777	37.613	130.208	37.797	15.721	129.581	39.219	130.782	130.977	6.735	38.404	131.260	131.071	131.125		129.267	37.742	4.717	4.717	35.797	36.034	36.922	130.653	35.442	130.079	6.702	35.707	34.414	34.414	130.910	10.239	48.572	35.490	130.942	130.594	130.322	130.823	130.823	11.511	131.058	8.277	38.019	131.483	131.547	131.399	37.563	37.563	130.767	37.126	130.978	19.104	14.544	14.946	131.711	130.981	130.981	38.695	39.478	25.934	37.793	131.295	15.167	19.804	132.369	132.369	39.763	131.775	25.410	131.380	131.602	132.109	38.790	24.443	24.443	131.770	131.210	42.493	20.684	134.041	43.618	129.169	45.786	45.786	44.652	44.816	133.523	133.770	40.915	27.920	134.700	135.180	28.114	28.114	50.816	37.164	135.337	39.140	38.953	32.674	135.462	35.894	54.715
optimized_9395.py	130.939	131.017	133.057	26.307	48.857	46.569	48.743	130.622	132.618	47.987	133.117	130.370	132.635	49.168	133.523	46.146	29.181	132.207	29.092	132.435	132.784	50.308	22.181	131.850	19.972	130.007	130.032	131.357	46.049	132.337	132.162	47.117	20.338	21.804	46.136	44.776	19.723	130.359	130.882	47.841	132.679	130.963	129.671	131.356	132.686	130.687	18.667	44.709	45.877	130.340	17.027	130.065	130.839	46.321	130.776	131.424	45.140	44.018	130.515	43.049	130.754	42.586	47.990	35.277	133.301	130.526	130.232	129.188	13.231	129.509	129.886	134.009	130.963	132.760	131.603	48.432	12.107	130.644	130.343	129.974	41.563	46.360	129.790	46.177	133.030	130.817	131.152	18.280	131.798	130.511	8.487	19.494	19.465	130.392	9.659	131.617	130.116	130.008	33.418	130.372	23.351	8.662	130.895	11.549	130.511	40.594	39.992	41.074	130.152	39.804	39.471	38.943	129.267		54.715	129.413	41.322	130.032	130.184	129.984	37.451	129.832	129.832	129.691	130.046	130.908	38.432	37.983	130.109	135.729	130.193	130.193	9.908	9.263	39.651	38.428	128.943	38.953	129.196	130.657	38.141	38.141	38.867	130.968	130.515	11.514	130.304	12.353	129.808	129.895	130.521	130.521	13.254	130.372	131.115	131.371	134.193	130.461	14.120	131.505	131.505	40.558	134.633	131.110	18.231	134.102	37.714	41.572	40.936	130.993	130.993	132.705	41.210	17.387	131.238	132.781	23.644	132.318	20.152	20.152	22.016	133.547	133.202	43.429	43.523	131.126	135.342	26.595	26.595	132.158	23.514	134.663	132.225	31.431	137.232	132.989	134.041	134.041	135.331	137.866
optimized_6926.py	41.554	131.017	26.947	41.884	142.306	26.795	142.328	41.098	25.442	142.263	27.582	40.626	132.635	142.258	142.206	26.254	134.429	132.207	134.197	23.437	132.784	142.994	39.546	21.419	39.328	38.998	39.836	20.353	141.997	135.295	132.162	141.708	132.624	21.804	46.136	142.143	132.462	38.058	18.549	143.186	23.703	17.389	37.581	22.154	20.588	130.687	132.821	142.741	142.612	37.073	132.058	37.228	16.234	143.521	18.607	15.796	142.127	141.897	12.906	141.615	15.294	42.586	143.648	135.896	142.708	15.004	36.795	37.457	131.688	36.310	37.169	25.734	39.173	16.988	16.046	144.689	131.611	13.504	38.056	12.980	141.920	144.295	12.137	141.600	46.110	142.060	15.695	37.056	143.183	8.008	36.875	19.494	133.789	132.786	130.997	143.579	10.651	7.180	134.432	5.367	132.409	130.808	36.360	131.624	4.103	142.497	142.461	142.394	5.418	142.541	142.374	142.057	37.742	54.715		38.520	143.051	8.027	9.316	9.281	141.637	10.230	10.230	38.378	8.805	45.534	142.401	142.108	41.127	23.219	11.920	141.590	141.590	131.345	142.271	142.244	42.908	142.489	39.101	15.405	15.405	142.526	142.614	14.786	45.351	131.960	14.742	131.934	35.414	44.863	44.490	44.490	131.778	13.325	18.651	19.463	40.811	16.640	131.301	35.035	46.916	46.916	41.804	21.312	132.738	41.188	142.114	143.390	143.111	21.190	21.190	51.537	142.930	131.566	24.550	38.966	133.270	26.934	131.324	131.324	132.699	29.469	30.168	144.842	144.815	25.607	42.478	133.532	133.532	53.715	132.145	36.710	14.276	137.813	62.568	49.419	49.419	137.945	61.614	42.287
optimized_8621.py	28.658	29.064	48.251	29.235	142.306	48.365	133.834	27.321	47.292	142.263	48.597	40.626	47.858	142.258	133.575	47.850	131.880	46.116	131.691	46.168	48.306	134.249	25.179	45.849	22.935	23.176	23.395	44.830	132.435	132.522	47.082	141.708	130.380	131.148	132.816	132.193	130.254	22.399	43.716	133.254	48.615	43.730	37.581	45.624	20.588	21.605	130.565	132.428	133.057	21.319	129.828	18.808	43.344	132.667	44.744	44.108	131.736	141.897	40.741	131.111	43.044	131.161	133.084	133.370	133.320	42.845	17.152	13.172	129.747	13.423	17.317	25.734	23.272	46.184	43.495	133.752	129.667	13.504	19.245	42.424	131.181	132.955	12.137	131.831	46.110	130.813	39.801	21.080	131.730	40.381	11.759	131.260	131.221	130.462	129.216	131.578	42.741	39.621	132.181	38.480	130.419	129.274	18.504	129.667	4.103	130.749	130.948	130.558	39.338	131.219	131.055	131.095	4.717	129.413	38.520		131.470	35.749	35.840	36.707	130.639	35.233	130.180	130.180	35.691	36.830	131.220	130.974	6.756	50.226	34.936	130.897	130.897	130.367	130.733	131.093	10.735	131.027	5.881	37.225	131.452	131.452	131.368	36.764	12.024	130.788	36.396	130.990	21.008	10.856	11.156	11.156	130.954	34.874	37.564	38.434	28.230	36.895	131.352	16.767	16.767	132.281	29.764	38.449	131.713	27.825	131.295	131.564	131.949	131.949	27.733	20.749	131.636	131.176	41.075	23.020	133.985	42.094	129.308	129.308	130.547	43.164	42.830	133.475	133.705	39.047	30.543	134.574	135.136	135.136	132.914	49.061	37.466	135.309	35.667	42.237	30.235	135.395	32.963	32.963
optimized_1526.py	28.658	134.509	142.180	134.569	25.688	142.166	133.834	134.063	142.052	24.086	142.280	133.754	141.771	25.682	24.975	141.914	42.973	141.895	42.661	142.099	142.622	25.194	134.143	142.451	133.110	133.371	133.324	141.882	20.808	40.374	143.054	22.735	39.506	38.454	17.035	17.302	39.710	133.732	141.846	20.424	143.228	142.297	132.909	45.624	143.911	134.094	130.565	14.228	17.677	133.687	38.307	133.319	142.494	14.011	142.458	143.255	18.925	15.839	141.909	15.287	142.702	12.339	20.412	46.419	16.994	142.485	133.429	132.030	129.747	132.484	133.066	144.362	134.422	46.184	143.237	15.528	38.112	142.743	133.703	142.308	131.181	11.857	142.100	20.875	136.493	8.303	141.337	134.687	7.333	143.071	132.569	37.142	36.321	36.647	38.353	7.038	143.317	142.722	46.813	142.399	42.897	39.901	134.222	37.663	143.452	7.197	4.213	7.790	39.338	3.554	3.761	5.730	4.717	41.322	143.051	131.470		141.998	142.232	142.348	9.283	141.549	40.430	131.798	141.811	141.811	11.099	10.680	131.626	145.920	141.857	11.984	42.430	42.544	10.115	10.115	130.490	13.374	131.249	142.884	11.749	13.662	16.409	142.972	142.972	42.433	142.325	44.090	133.105	130.916	131.525	18.438	44.525	141.930	141.930	143.478	138.138	142.521	49.011	134.725	132.182	22.161	138.772	138.772	45.632	138.068	19.017	22.158	22.928	142.700	136.226	132.658	132.658	49.082	143.740	136.383	55.714	144.601	40.896	145.645	40.093	145.274	145.274	29.269	29.395	142.873	139.416	57.635	58.371	132.341	56.606	56.606	143.047	43.680	136.267	136.462	132.852	42.477	133.917	149.534
optimized_8006.py	42.875	43.136	142.180	43.262	141.551	30.355	141.570	42.227	28.905	141.448	31.049	41.629	30.480	141.545	141.428	29.587	133.894	27.329	133.722	27.055	28.980	142.282	40.667	24.928	39.901	39.696	133.324	23.673	20.808	134.741	25.621	140.912	132.087	133.042	141.994	17.302	131.906	38.868	21.536	20.424	27.586	20.930	37.813	25.379	24.767	38.682	132.264	141.779	141.714	37.804	131.468	37.598	19.520	142.530	21.763	19.743	141.030	140.836	16.132	140.530	18.397	140.886	142.429	135.524	141.933	17.851	37.026	36.759	131.092	35.811	37.217	29.276	134.422	22.546	143.237	143.636	131.007	16.468	133.703	142.308	140.712	143.174	14.247	140.892	48.273	140.915	141.337	37.980	142.001	10.895	36.317	133.042	133.133	132.134	38.353	142.373	14.406	9.243	134.090	9.476	131.795	130.205	134.222	130.991	9.090	141.303	141.341	141.181	9.401	141.453	141.315	5.730	35.797	130.032	8.027	35.749	141.998		2.863	3.904	3.904	3.790	130.945	35.357	5.113	46.998	141.403	141.171	37.610	28.550	28.550	140.563	131.162	130.841	141.085	141.232	40.214	141.420	35.763	35.763	141.376	141.513	141.599	9.257	41.079	131.447	7.814	131.422	131.422	40.693	40.351	141.701	131.233	6.977	12.453	13.522	42.272	10.010	10.010	35.037	42.093	142.431	43.516	14.619	132.209	42.643	141.047	141.047	142.019	14.384	42.882	46.561	141.823	130.980	17.926	39.777	132.807	132.807	130.634	24.477	131.902	24.158	23.729	143.814	143.850	18.087	18.087	133.052	134.063	48.415	131.835	30.546	15.555	137.094	56.774	56.774	54.444	137.265	56.273	36.867
optimized_3617.py	44.085	44.352	32.908	44.481	142.089	32.807	142.112	42.227	31.351	141.972	33.511	42.780	32.923	142.103	141.971	32.051	133.920	29.803	133.781	27.055	31.446	142.829	41.853	27.398	40.974	39.696	41.538	26.123	141.534	134.771	28.128	141.456	132.087	133.076	142.447	141.624	131.964	39.992	23.969	142.642	30.056	23.345	38.830	27.592	27.251	39.756	132.312	142.211	142.195	38.951	131.546	38.586	21.875	142.955	24.142	22.185	141.483	141.284	18.614	140.964	20.827	141.266	142.863	135.524	142.406	20.330	37.928	37.437	131.147	36.595	38.157	31.876	41.100	24.796	21.963	144.063	131.080	19.039	39.449	18.557	141.070	143.526	16.525	141.415	49.682	141.245	21.009	39.125	142.298	13.348	36.913	133.068	133.133	132.184	130.515	142.649	14.406	9.243	134.167	11.652	131.795	130.295	37.954	131.089	10.912	141.550	141.576	141.430	11.348	141.680	141.315	141.249	36.034	130.184	9.316	35.840	142.232	2.863		3.485	140.800	4.446	131.112	131.112	5.516	48.381	141.539	141.349	37.349	30.838	4.005	140.766	140.766	131.016	141.264	141.377	40.169	141.577	35.789	6.674	141.524	141.524	141.738	6.891	40.604	131.626	6.552	131.615	36.410	40.337	39.883	39.883	131.395	5.015	9.976	10.980	43.389	7.737	131.006	35.801	41.501	41.501	44.577	12.805	132.432	43.591	141.238	142.405	142.101	12.459	44.117	45.750	45.750	131.166	16.276	40.622	132.967	18.577	130.698	22.121	131.908	131.908	21.558	143.941	143.860	16.858	45.152	133.172	134.312	47.838	47.838	28.817	15.799	136.849	55.745	53.004	53.560	137.065	55.323	34.592
optimized_9375.py	43.976	44.233	32.287	44.346	142.137	32.157	142.157	43.313	31.351	142.026	33.511	42.724	32.339	142.142	142.012	31.278	133.715	29.250	133.559	28.969	30.700	142.894	41.779	26.689	41.004	40.770	41.526	26.123	141.603	134.585	27.215	141.459	131.941	132.904	142.537	141.692	131.761	39.985	23.147	142.740	30.056	22.467	39.012	27.138	26.305	39.794	132.116	142.303	142.257	38.991	131.351	38.671	21.875	142.955	23.299	21.525	141.572	141.328	17.749	141.014	20.080	141.353	142.994	135.375	142.495	19.205	37.928	37.811	130.966	36.892	38.202	31.281	40.900	24.000	21.083	144.194	131.080	17.847	39.537	17.105	141.195	143.669	15.677	141.415	49.583	141.337	20.438	39.201	142.444	12.476	37.415	132.923	133.037	132.046	130.331	142.791	15.331	10.653	134.167	11.652	131.650	130.126	38.085	130.905	10.118	141.550	141.689	141.559	11.090	141.807	141.656	141.381	36.922	129.984	9.281	36.707	142.348	3.904	3.485		34.592	3.913	130.947	36.359	5.447	48.069	141.642	141.405	38.500	30.198	30.198	140.856	131.169	130.885	141.437	141.484	40.814	141.686	36.800	36.800	141.588	141.718	141.849	7.779	41.728	131.466	8.417	131.456	131.456	41.144	41.043	141.926	131.260	7.487	10.951	12.082	43.287	9.152	9.152	36.181	42.815	142.565	44.439	12.910	132.347	43.649	141.318	141.318	142.232	14.138	44.385	46.962	142.075	131.038	16.114	40.702	132.815	132.815	130.583	22.878	131.808	22.236	21.983	144.039	143.934	17.168	45.423	45.423	134.196	49.048	131.809	29.071	15.939	136.890	57.196	53.099	54.605	54.605	56.574	35.314
optimized_1689.py	133.776	133.872	141.884	133.936	31.635	141.897	31.155	133.393	141.674	30.026	141.931	133.106	141.416	31.700	30.920	141.544	133.715	141.390	133.559	141.665	142.191	31.743	133.436	26.689	132.374	132.682	132.530	141.260	26.325	42.581	142.295	28.742	39.893	39.313	23.703	23.114	131.761	133.055	141.053	26.644	142.658	141.382	132.100	141.220	143.145	133.297	38.735	21.003	24.383	133.014	131.351	132.486	141.462	21.479	141.431	142.167	23.632	21.124	140.918	20.154	141.528	17.711	25.936	48.812	23.887	141.354	132.591	131.142	37.579	131.678	132.281	143.492	133.643	143.467	142.096	23.021	36.725	141.522	132.651	141.224	16.170	19.534	140.814	26.442	136.160	13.426	140.624	133.781	13.277	141.672	131.622	37.396	36.515	36.127	36.357	13.409	141.888	141.254	48.539	141.196	43.155	37.466	133.286	35.904	141.963	8.126	141.689	9.609	141.348	7.037	6.367	6.897	130.653	37.451	141.637	130.639	9.283	3.904	140.800	34.592		140.260	36.448	131.014	140.575	133.988	5.757	6.930	130.866	130.866	140.411	5.664	37.852	37.807	5.227	5.187	129.442	5.598	130.462	130.462	9.242	8.783	8.483	141.534	130.672	38.151	140.743	39.208	39.208	130.130	130.716	10.839	39.531	140.494	141.580	141.977	136.899	141.008	141.008	133.958	131.480	15.521	137.551	141.706	40.170	136.646	12.525	14.864	14.864	141.196	135.017	131.933	15.737	43.000	142.172	135.356	49.368	143.075	143.075	144.045	40.433	143.799	143.440	21.459	22.222	141.277	138.010	51.332	51.438	51.438	50.679	145.547	142.202	44.542	135.559	136.273	132.101	43.969	43.969	147.956
optimized_5839.py	42.443	42.707	30.848	42.833	140.881	30.730	140.897	41.779	29.307	140.789	31.481	41.139	30.801	140.862	140.750	29.845	133.350	27.760	133.154	27.541	29.393	141.606	40.319	25.444	39.432	39.209	40.046	23.923	140.413	134.196	26.193	140.211	131.635	132.595	141.379	140.540	131.468	133.055	21.788	141.536	28.227	21.358	37.438	25.596	25.533	38.391	131.834	141.183	141.075	37.398	131.054	132.486	20.218	141.914	22.231	20.738	140.440	140.210	16.634	139.929	19.160	140.330	141.842	134.958	141.336	18.344	36.767	36.387	130.761	35.399	36.784	30.379	39.658	23.516	20.431	143.038	130.684	17.303	38.418	16.456	140.231	142.625	14.875	140.232	47.945	140.399	18.825	37.965	141.536	12.419	36.188	132.666	132.760	131.807	130.103	141.889	15.379	10.797	133.520	10.617	131.408	129.959	36.913	35.904	10.989	140.897	140.920	9.609	11.247	7.037	140.890	140.587	35.442	129.832	10.230	35.233	141.549	3.790	4.446	3.913	140.260		130.770	34.809	3.953	46.195	141.077	140.771	37.036	37.036	5.431	140.215	131.025	130.752	140.809	140.930	39.793	141.129	35.122	9.224	9.224	141.175	141.359	8.745	40.193	131.252	9.047	131.278	34.476	34.476	39.712	141.450	131.159	7.926	12.036	12.985	42.798	9.803	130.875	130.875	41.194	142.179	44.029	12.783	132.182	43.339	140.735	142.063	142.063	14.303	43.409	45.696	141.711	131.033	16.652	40.107	132.890	19.190	130.347	130.347	131.587	23.147	22.720	143.668	143.656	17.306	45.287	133.217	134.222	134.222	131.927	29.685	16.130	136.951	55.814	51.357	53.581	137.142	137.142	36.010
optimized_8548.py	131.670	42.707	133.716	131.793	50.013	30.730	49.848	131.388	133.313	49.085	133.751	131.140	133.313	50.329	140.750	29.845	32.705	132.946	32.488	133.142	133.490	141.606	40.319	132.610	39.432	130.825	130.816	132.174	47.187	31.040	26.193	48.200	23.815	24.321	141.379	45.586	23.562	131.117	131.734	48.724	133.467	131.784	130.459	132.166	133.418	131.419	21.663	141.183	46.202	37.398	20.637	130.795	131.718	46.586	131.651	132.212	46.468	45.053	131.351	44.082	131.631	43.241	141.842	38.422	45.425	131.412	130.982	130.026	17.054	35.399	36.784	134.603	131.675	133.487	132.394	143.038	15.292	131.529	131.139	130.948	42.067	46.187	130.749	47.269	133.598	41.710	131.902	131.934	42.467	12.419	36.188	20.529	20.325	17.584	13.295	141.889	131.106	130.962	37.237	131.256	27.791	129.959	131.589	13.576	131.441	40.571	39.514	41.272	131.097	38.933	38.650	38.151	130.079	129.832	10.230	130.180	40.430	130.945	131.112	130.947	36.448	130.770		130.448	130.930	131.498	36.902	37.060	130.828	136.283	131.067	131.067	5.342	4.844	38.754	36.808	129.796	37.960	130.009	131.602	36.364	36.364	37.655	131.851	131.289	7.441	131.191	8.665	130.451	130.699	130.699	37.477	9.077	131.226	132.029	132.317	134.837	131.412	13.334	132.074	132.074	39.072	135.376	132.079	12.952	134.789	36.784	41.513	39.233	39.233	133.492	133.293	40.004	16.268	132.285	133.554	22.133	133.327	24.473	24.473	24.354	134.540	134.111	43.068	42.516	132.054	136.011	24.625	24.625	132.994	27.190	135.727	132.964	32.102	137.608	133.704	134.866	32.372	32.372	138.744
optimized_3401.py	31.046	31.455	49.220	31.628	133.953	49.322	133.905	29.751	48.208	133.612	49.614	28.849	133.313	133.922	133.651	48.839	131.984	47.002	131.802	46.996	133.490	134.304	27.595	46.678	25.449	25.608	25.979	45.594	132.574	31.040	47.958	132.971	130.549	24.321	132.969	132.370	130.432	24.662	44.430	133.384	49.470	44.451	21.980	46.378	48.247	24.011	130.751	132.617	46.202	23.509	130.012	21.291	43.982	132.869	45.522	44.745	131.931	131.557	41.246	131.341	131.631	131.394	133.224	133.411	133.455	43.491	19.496	130.026	129.961	15.838	19.755	49.715	25.760	46.712	44.129	133.926	129.890	42.876	21.916	42.958	131.416	133.165	41.450	132.029	40.291	131.098	40.256	131.934	42.467	40.634	14.230	131.405	131.397	17.584	129.453	131.873	43.192	39.839	132.283	38.536	130.540	129.519	20.651	129.897	40.112	131.090	131.280	130.893	39.459	131.534	131.393	131.406	6.702	129.691	38.378	130.180	131.798	35.357	131.112	36.359	131.014	34.809	130.448		35.211	38.956	131.608	131.381	4.598	50.725	34.344	131.257	131.257	130.619	131.091	131.489	13.150	131.447	5.020	36.435	131.818	131.864	131.864	35.832	10.734	131.017	35.730	131.232	22.381	10.906	10.906	132.045	131.193	33.994	36.574	37.431	30.316	36.053	131.642	17.852	17.852	132.715	31.793	37.600	131.934	29.893	131.675	132.039	132.380	132.380	29.991	19.175	132.080	131.440	40.428	24.633	134.229	41.241	41.241	43.223	130.657	41.926	41.656	133.960	134.183	38.240	32.345	134.787	135.381	135.381	133.271	48.325	36.815	135.439	34.063	44.158	29.970	135.431	135.431	51.556
optimized_6214.py	41.756	42.014	30.055	31.628	133.953	29.890	141.065	41.175	28.504	133.612	30.723	40.551	30.097	141.014	140.930	29.142	133.409	27.077	133.187	26.644	28.680	141.733	39.719	24.782	39.026	38.746	39.643	23.232	140.676	134.234	25.644	132.971	131.738	132.698	141.619	140.819	131.597	37.850	21.233	141.814	27.575	20.729	37.149	24.723	24.805	37.874	131.950	141.425	141.295	36.832	131.205	36.892	19.712	142.153	45.522	20.137	140.786	140.531	15.971	131.341	18.953	140.661	142.218	134.897	141.486	43.491	36.361	36.388	130.941	35.245	36.497	49.715	39.111	22.057	20.208	143.303	130.875	17.307	38.244	15.960	140.625	133.165	15.068	140.378	40.291	131.098	17.743	37.466	141.877	12.398	36.088	131.405	132.910	131.978	130.318	142.236	15.132	11.159	133.502	9.356	131.561	130.201	36.563	130.892	10.361	141.274	141.236	141.152	10.839	141.335	141.170	140.900	35.707	130.046	8.805	35.691	141.811	5.113	5.516	5.447	140.575	3.953	130.930	35.211		45.340	141.310	140.998	37.649	28.580	7.609	140.483	140.483	130.943	141.185	141.192	40.640	141.453	35.940	10.796	141.141	141.381	141.381	8.950	41.118	131.361	11.232	131.424	33.585	40.788	40.587	40.587	131.337	8.802	13.490	14.189	42.352	11.376	131.129	34.419	42.179	42.179	43.517	14.308	132.350	42.934	141.009	142.459	142.169	16.426	42.849	42.849	142.083	131.330	19.008	39.664	133.081	21.096	130.560	25.734	25.734	24.193	24.527	144.026	143.873	20.084	44.533	133.379	134.493	49.192	132.263	132.263	13.791	137.074	57.106	50.273	55.186	137.183	56.934	37.329
